teaching,teaching.1,coursecontent,coursecontent.1,examination,Examination,labwork,labwork.1,library_facilities, library_facilities,extracurricular,extracurricular.1,feedback_text,cleaned_feedback,blob_score,vader_score,final_score,sentiment
0,interaction of some faculty was good but not all faculty..,0.0,depth  of course was good ....providing a basic knowledge not so deep in subjects....at least they should provide deep knowledge and syllabus in core subjects...,1.0,examination pattern was excellent,0,lab and practical works are good..with a little draw back of faculty in connecting  the lab practical to the outside  world..,0.0,library facilities are excellent...but only limited books are available ..so books should be increased.,1,extra curricular are so good. university is providing many pathways to many students....apart from education,interaction of some faculty was good but not all faculty.. depth  of course was good ....providing a basic knowledge not so deep in subjects....at least they should provide deep knowledge and syllabus in core subjects... examination pattern was excellent lab and practical works are good..with a little draw back of faculty in connecting  the lab practical to the outside  world.. library facilities are excellent...but only limited books are available ..so books should be increased. extra curricular are so good. university is providing many pathways to many students....apart from education,interaction of some faculty was good but not all faculty depth  of course was good providing a basic knowledge not so deep in subjectsat least they should provide deep knowledge and syllabus in core subjects examination pattern was excellent lab and practical works are goodwith a little draw back of faculty in connecting  the lab practical to the outside  world library facilities are excellentbut only limited books are available so books should be increased extra curricular are so good university is providing many pathways to many studentsapart from education,0.23182773109243696,0.9536,0.5927138655462185,Positive
1,"good, and also like the teaching style",1.0,I like this very much because every subject is linked up with real life situations and every thing in the subject is use full,1.0,good,1,I like it soo much,1.0,good ,1,good,"good, and also like the teaching style I like this very much because every subject is linked up with real life situations and every thing in the subject is use full good I like it soo much good  good",good and also like the teaching style i like this very much because every subject is linked up with real life situations and every thing in the subject is use full good i like it soo much good  good,0.36407407407407405,0.9524,0.6582370370370371,Positive
1,"Interaction between students and teachers is good ,The lectures delivery is fine, punctuality is good
 

",0.0,"depth of the course are depended on the level of student intake, course material is delivered after the class in UMS 

",1.0,"Exams are conducted upon the the basis of the revised chapters upto that point, marks distribution is appropriate, paper checking is good

",1,Lab is good the Prof explains everything before the lab begins and the Lab Asst helps us during the experiments ,-1.0,The library has insufficent number of books for all the students,1,good they are knowledgebale and helps us interacting with other students,"Interaction between students and teachers is good ,The lectures delivery is fine, punctuality is good
 

 depth of the course are depended on the level of student intake, course material is delivered after the class in UMS 

 Exams are conducted upon the the basis of the revised chapters upto that point, marks distribution is appropriate, paper checking is good

 Lab is good the Prof explains everything before the lab begins and the Lab Asst helps us during the experiments  The library has insufficent number of books for all the students good they are knowledgebale and helps us interacting with other students","interaction between students and teachers is good the lectures delivery is fine punctuality is good
 

 depth of the course are depended on the level of student intake course material is delivered after the class in ums 

 exams are conducted upon the the basis of the revised chapters upto that point marks distribution is appropriate paper checking is good

 lab is good the prof explains everything before the lab begins and the lab asst helps us during the experiments  the library has insufficent number of books for all the students good they are knowledgebale and helps us interacting with other students",0.5364583333333334,0.9628,0.7496291666666667,Positive
1,not bad,1.0,good,0.0,very hard papers and main concept papers,-1,very strcitly they evaluted marks ,1.0,very good there we can find several course books and we can find several reference books also...,1,in this university there is lot of events and lot of extra curriclar activities.... ,not bad good very hard papers and main concept papers very strcitly they evaluted marks  very good there we can find several course books and we can find several reference books also... in this university there is lot of events and lot of extra curriclar activities.... ,not bad good very hard papers and main concept papers very strcitly they evaluted marks  very good there we can find several course books and we can find several reference books also in this university there is lot of events and lot of extra curriclar activities,0.21638888888888885,0.4486,0.3324944444444444,Positive
1,Its Quite Good,1.0,Pretty Good ,1.0,Good ,1,Good enough,0.0,"Library is vast and has got wide variety of books But I think more number of specimen copies of books should be made available
",1,Excellent,"Its Quite Good Pretty Good  Good  Good enough Library is vast and has got wide variety of books But I think more number of specimen copies of books should be made available
 Excellent","its quite good pretty good  good  good enough library is vast and has got wide variety of books but i think more number of specimen copies of books should be made available
 excellent",0.44090909090909086,0.9355,0.6882045454545455,Positive
1,very good indeed,1.0,Is good,-1.0, Not so good,1,very good,1.0,good,1,The best,very good indeed Is good  Not so good very good good The best,very good indeed is good  not so good very good good the best,0.82,0.9361,0.87805,Positive
1,not bad..,-1.0,not good enough.. we want something more.,-1.0,strict paper correction.,1,nice..enough,1.0,fine  ,1,good..,not bad.. not good enough.. we want something more. strict paper correction. nice..enough fine   good..,not bad not good enough we want something more strict paper correction niceenough fine   good,0.26944444444444443,0.8356,0.5525222222222222,Positive
0,teaching is good some lecturers are showing partiality between south people and north people,1.0,good,0.0,super but paper checking is not good,1,labs are interesting and helpful toknoe the knowledge,1.0,good,1,excllent,teaching is good some lecturers are showing partiality between south people and north people good super but paper checking is not good labs are interesting and helpful toknoe the knowledge good excllent,teaching is good some lecturers are showing partiality between south people and north people good super but paper checking is not good labs are interesting and helpful toknoe the knowledge good excllent,0.4305555555555555,0.9237,0.6771277777777778,Positive
0,I WAS A STUDENT OF A BOARDING SCHOOL .....(jnv) I STUDIED FOR 7  YEARS THERE RESIDING IN HOSTEL ..NOW LIVING IN LPU IS SAME LIKE THAT..AND STILL MORE SAME AND PUNCTUALITY IS SHOWN HERE BY BOTH TEACHERS AND STUDENTS...AND ALSO BY THE STAFF..          SECURITY IS ABOVE 90%(IN CASE OF  STUDENT IS WELL MANURED)  ....CLASSES REGULAR ....SPORTS DAILY.....PARTICIPATION WELL/.......QUALITY BELOW AVERAGE,-1.0,LESS TIME FOR STUDY ...LESS TIME FOR PAPER ATTEMTING...LESS TIME FOR EVERY THING ....LESS KNOWLEGE.....LESS DEPTH OF COURSE .....BUT PROPER COURSE MATERIAL ACCORDING TO EXAM,1.0,NICE TIMING..,-1,NOT GOOD ...,0.0,VERY NICE....BUT BOOKS ARE NOT AVAILABE EVERY TIME,-1,VERY HIGH......NEED TO TAKE DOWN SOME ACCITIVTIES ................................NOISE POLLITION IN THE UNIVERSITY  ALWAYS A BIG PROBLEM.,I WAS A STUDENT OF A BOARDING SCHOOL .....(jnv) I STUDIED FOR 7  YEARS THERE RESIDING IN HOSTEL ..NOW LIVING IN LPU IS SAME LIKE THAT..AND STILL MORE SAME AND PUNCTUALITY IS SHOWN HERE BY BOTH TEACHERS AND STUDENTS...AND ALSO BY THE STAFF..          SECURITY IS ABOVE 90%(IN CASE OF  STUDENT IS WELL MANURED)  ....CLASSES REGULAR ....SPORTS DAILY.....PARTICIPATION WELL/.......QUALITY BELOW AVERAGE LESS TIME FOR STUDY ...LESS TIME FOR PAPER ATTEMTING...LESS TIME FOR EVERY THING ....LESS KNOWLEGE.....LESS DEPTH OF COURSE .....BUT PROPER COURSE MATERIAL ACCORDING TO EXAM NICE TIMING.. NOT GOOD ... VERY NICE....BUT BOOKS ARE NOT AVAILABE EVERY TIME VERY HIGH......NEED TO TAKE DOWN SOME ACCITIVTIES ................................NOISE POLLITION IN THE UNIVERSITY  ALWAYS A BIG PROBLEM.,i was a student of a boarding school jnv i studied for 7  years there residing in hostel now living in lpu is same like thatand still more same and punctuality is shown here by both teachers and studentsand also by the staff          security is above 90in case of  student is well manured  classes regular sports dailyparticipation wellquality below average less time for study less time for paper attemtingless time for every thing less knowlegeless depth of course but proper course material according to exam nice timing not good  very nicebut books are not availabe every time very highneed to take down some accitivties noise pollition in the university  always a big problem,0.021527777777777778,0.0106,0.016063888888888888,Neutral
1,All terms are good regarding the university activities,0.0,knowledge is maximum gained by reading books also the teachers explain depth if we are interested to know about it.,0.0,That's good to have a negative marking pattern in exam but the time is not sufficient to do all the questions.,1,Labs helps to know how the work is done.It thought me a good lessons.,1.0,They are good.,1,Yes.,All terms are good regarding the university activities knowledge is maximum gained by reading books also the teachers explain depth if we are interested to know about it. That's good to have a negative marking pattern in exam but the time is not sufficient to do all the questions. Labs helps to know how the work is done.It thought me a good lessons. They are good. Yes.,all terms are good regarding the university activities knowledge is maximum gained by reading books also the teachers explain depth if we are interested to know about it thats good to have a negative marking pattern in exam but the time is not sufficient to do all the questions labs helps to know how the work is doneit thought me a good lessons they are good yes,0.4583333333333333,0.9575,0.7079166666666666,Positive
1,GOOD,-1.0,HAVE TO IMPROVE,1.0,EXAMPATTERN IS GOOD AND MARKS DISTRIBUTION IS ALSO GOOD AND PAPER CHECKING IS VERY HARD ,1,IT IS GOOD,1.0,IT IS ALSO GOOD,1,VERY GOOD,GOOD HAVE TO IMPROVE EXAMPATTERN IS GOOD AND MARKS DISTRIBUTION IS ALSO GOOD AND PAPER CHECKING IS VERY HARD  IT IS GOOD IT IS ALSO GOOD VERY GOOD,good have to improve exampattern is good and marks distribution is also good and paper checking is very hard  it is good it is also good very good,0.5758333333333333,0.9578,0.7668166666666667,Positive
1,intraction is good and leacture delivery also good and then punctuality is also is good,0.0,every one can tell depth of course but some one only give notes,,exam pattern is good and marks distribution is also good but paper checking is too hard,1,all labs and practical going on well,,good ,1,they all are held in super,intraction is good and leacture delivery also good and then punctuality is also is good every one can tell depth of course but some one only give notes exam pattern is good and marks distribution is also good but paper checking is too hard all labs and practical going on well good  they all are held in super,intraction is good and leacture delivery also good and then punctuality is also is good every one can tell depth of course but some one only give notes exam pattern is good and marks distribution is also good but paper checking is too hard all labs and practical going on well good  they all are held in super,0.47129629629629627,0.9744,0.7228481481481481,Positive
1,all the given terms are good regarding the university ,1.0,we are getting maximum knowledge ,1.0,all are good ,1,not bad,-1.0,library facilities are not good.They are not following the rules( they are using phones in library).,1,good,all the given terms are good regarding the university  we are getting maximum knowledge  all are good  not bad library facilities are not good.They are not following the rules( they are using phones in library). good,all the given terms are good regarding the university  we are getting maximum knowledge  all are good  not bad library facilities are not goodthey are not following the rules they are using phones in library good,0.48999999999999994,0.8898,0.6899,Positive
1,All the terms are good regarding the university activities.,1.0,Knowledge is maximum gained  by reading books and also teachers explain the concept in depth.,0.0,The examination pattern is good .But time is not sufficient for those questions.,1,Labs are upto the mark.,1.0,They are good,1,the extracurricular activities held in university  are very enjoyable and good,All the terms are good regarding the university activities. Knowledge is maximum gained  by reading books and also teachers explain the concept in depth. The examination pattern is good .But time is not sufficient for those questions. Labs are upto the mark. They are good the extracurricular activities held in university  are very enjoyable and good,all the terms are good regarding the university activities knowledge is maximum gained  by reading books and also teachers explain the concept in depth the examination pattern is good but time is not sufficient for those questions labs are upto the mark they are good the extracurricular activities held in university  are very enjoyable and good,0.6899999999999998,0.9523,0.8211499999999999,Positive
-1,Some of the teacher are un experienced. Also they are unfair and baised. Infact many of the teachers are having few or no experience about the subject ,0.0,Its fine but it should focus more towards practical knowledge rather than content based. It would be helpful for us.,1.0,MCQ pattern is quite good and efficient way for evolving students.,-1,Our labs do not have all facalities. ,1.0,We have a good library with all facalities.,1,Our university has lot of extracurricular going on and it helps us a lot.,Some of the teacher are un experienced. Also they are unfair and baised. Infact many of the teachers are having few or no experience about the subject  Its fine but it should focus more towards practical knowledge rather than content based. It would be helpful for us. MCQ pattern is quite good and efficient way for evolving students. Our labs do not have all facalities.  We have a good library with all facalities. Our university has lot of extracurricular going on and it helps us a lot.,some of the teacher are un experienced also they are unfair and baised infact many of the teachers are having few or no experience about the subject  its fine but it should focus more towards practical knowledge rather than content based it would be helpful for us mcq pattern is quite good and efficient way for evolving students our labs do not have all facalities  we have a good library with all facalities our university has lot of extracurricular going on and it helps us a lot,0.3055555555555556,0.9589,0.6322277777777778,Positive
1,IT IS GOING GOOD,-1.0,HAVE TO IMPROVE,0.0,PAPER CHECKING IS VERY HARD REMAINING IS GOOD,1,ALL PRACTICAL WORK IS GOOD,-1.0,"THEY IS NO PROBLEM WITH THEM
",1,IT IS THE BEST THING IN THIS UNIVERSITY I LIKE IT,"IT IS GOING GOOD HAVE TO IMPROVE PAPER CHECKING IS VERY HARD REMAINING IS GOOD ALL PRACTICAL WORK IS GOOD THEY IS NO PROBLEM WITH THEM
 IT IS THE BEST THING IN THIS UNIVERSITY I LIKE IT","it is going good have to improve paper checking is very hard remaining is good all practical work is good they is no problem with them
 it is the best thing in this university i like it",0.5441666666666667,0.9575,0.7508333333333334,Positive
